,question,answer
6112,"The war? What, are you crazy?  There are things I miss about it.",It was exciting.
6113,It was exciting.,But it was a whole lot of killing. Why should we miss that?
6116,"So what do we do, General Lee?","Just like in the war. Harass their supply lines. We kill the railroad's men, they won't care."
6118,"Perfect, Cole.",Let's ride.
6121,I got seven thousand.,I got three.
6122,"See, Frank's being smart about this.",Just because he reads all those books and knows all those big words doesn't make him smart.
6124,"""The Fidelity Bank and Trust was robbed on Tuesday by a gang of twenty heavily armed men.""",Twenty?!
6125,"Jesse, we got to have a word.","Sure, cousin."
6126,"Sure, cousin.",All the posters and newspapers are calling this bunch the "James-Younger Gang."
6129,This is your fault for hogging all the publicity.,"Hold on, hold on, we all know Bob is an important part of the gang."
6130,It'll be the biggest score yet.,What will be?
6131,"Smells funny, it being mentioned in the paper.","If you'd read about it first, you'd have no problems."
6132,"If you'd read about it first, you'd have no problems.",What are you saying?
6135,Beautiful.,Now the one time one of us comes up with an idea --
6136,Now the one time one of us comes up with an idea --,A bad idea.
6137,A bad idea.,I got us through the War all right.
6138,I got us through the War all right.,And almost got hanged in peacetime.
6139,And almost got hanged in peacetime.,That's it.
6140,"I'm the better soldier, Jesse.",And I'm the better outlaw.
6141,Still smells fishy.,"Then let me run the show, General Lee."
6144,"Okay, you're gonna rest here.","Clell, Tom, go get Doc Mimms in Liberty!"
6145,"Bob, rip up some bandages.",Pass me some whisky.
6146,We'll make them pay for this.,I'm out.
6147,I'm out.,"WHAT?! We follow you for a year, and now that our blood's been spilled, you're gonna quit?!"
6148,"WHAT?! We follow you for a year, and now that our blood's been spilled, you're gonna quit?!",Who's next? You? Me? Bob?
6149,"Missed you, cousin.","Missed you too, cousin."
6150,"You know, you gettin' caught, right after leaving us, some people thought --","Pff. All we been through, the thought never crossed my mind."
6151,Where'd you get all these riders?,We didn't. Zerelda did. Turns out your wife makes a hell of an outlaw.
6152,"Some Indian tracker you turned out to be, Tom.",You pay me to find you Bluecoats. There they are.
6157,Cannon or Gatling?,Both would be nice.
6158,Both would be nice.,"Soon as I hit one, the other'll know and beat us up."
6159,What the --,"Must be a garrison in town. We're in occupied territory, boys."
6160,I think one of 'em's glass.,"Which one, right or left?"
6161,"Which one, right or left?",The brown one.
6162,"Oh, Lord, the dance hall girl at Bunty's...",Sadie was not a man!
6163,"I have no idea what you just said, but it sounded real nice.",Shakespeare.  He's European.
6165,BASTARDS! Come back here and face me!,Get buckets!
6167,Strategically.,-- Exactly. Because this is a war.
6170,Another dozen out back.,They gonna rush us?
6171,They gonna rush us?,They're just insurance in case we run.
6172,The safe. Now.,"Of course!  Uh, sir?"
6175,Where is Jesse James?,This here is the Younger Gang!
6176,OPEN THE DAMN SAFE!,"All right, all right.  Jesse James never yelled at folk..."
6177,You 'um big lawman?,"Yeah, Injun. What do you want?"
6178,"Yeah, Injun. What do you want?",Great Chief of St. Louis send me.
6179,Great Chief of St. Louis send me.,The District Marshall
6183,Go ahead to the saloon. But don't get too drunk!,Me get heap firewater --
6184,I know it ain't no durned bank holiday!,"You're right, sir."
6185,"You're right, sir.",Then why can't I go in there?
6186,Then why can't I go in there?,On account of we're robbing it.
6187,On account of we're robbing it.,Oh. Why didn't you just say so?
6188,Oh. Why didn't you just say so?,It's a secret.
6189,It's a secret.,Fine. I'll just wait here.
6190,Fine. I'll just wait here.,I'd appreciate that.
6191,What the --,What is it?
6192,What is it?,Old Man Tucker is just standing quiet outside the bank.
6195,Where the hell were you?,I had you covered.  From back there.
6197,"-- rode right into them, screaming like a banshee.",My little Web did that?
6199,Web died fighting?,Died a hero.
6201,"What do you say, sir?",Go on. You're pretty much all healed up.
6205,"He's going to be fine, right Daddy?","The bullet came out clean, but he lost a whole lot of blood. Praying wouldn't hurt."
6206,They're gone. What are you --,I fooled them into thinking I was alone.
6207,I fooled them into thinking I was alone.,"Well, I hope the boy pulls through. We should know in the morning."
6208,"Well, I hope the boy pulls through. We should know in the morning.",I think he's already feeling better.
6210,"Every time I put my head up to hit that Gatling, they try to shoot it off.",So we got a plan?
6211,Distracting enough for you?,Pff. They hardly even noticed you.
6212,Pff. They hardly even noticed you.,So you're saying I could have done more to attract their attention.
6215,Such as?,"You could have worn one of those big, floppy woman's Easter Sunday hats."
6216,"You could have worn one of those big, floppy woman's Easter Sunday hats.",That would have made an impression.
6217,That would have made an impression.,I figure.
6220,Web's dead.,I reckoned.
6221,I reckoned.,Hell of a war.
6222,Hell of a war.,I'm sure it seemed like a good idea at the time.
6224,Looks like Web Mimms wasn't the only casualty this town's got.,"We better go to Doc's, see what's going on here."
6225,"Frank, don't you have something to say?",You're doing just fine.
6226,You're doing just fine.,"Zee, we got to talk to you and your father."
6229,"Think about this. If we just come up with a story and stick to it, we should be all right.",What kind of story are they going to believe?
6230,That just might work.,"Maybe, maybe..."
6231,"""Big and older""?",You can shut up now.
6232,You can shut up now.,You are a charmer.
6233,You are a charmer.,I swear I'll shoot you in your sleep.
6234,I swear I'll shoot you in your sleep.,Next time try "fat and haggard."
6235,She's still talking to Jesus.,What worries me is that Jesus is talking back.
6237,You know him?,Heard of him.
6239,You ready to stop loafing around with this young lady and get back to farming?,What do you think?
6241,You're looking a bit more spry now that somebody --,"Shut up.  Uh, Doc, I was wondering if, uh, this evening, I could come by?"
6243,... We could move on. Rebuild. Make a decent life someplace else.,Don't care.
6244,Don't care.,Didn't think you would.  I'm going to go make the coffin.
6245,Didn't think you would.  I'm going to go make the coffin.,Make a thousand of 'em. Still won't be enough by the time I'm through.
6246,How'd it go in there?,Fine. How'd it go out here?
6247,Fine. How'd it go out here?,We're gonna have to talk...
6248,And I planned getting you off the hangman's deck --,"And that's why you both lead the gang. Two of you went into that bank together, right?"
6249,And it's guarded by Pinkerton detectives.,And I do so want to shoot some Pinkerton detectives.
6250,I don't think it's counterfeit. Do you mind if I take a look at all your real bills to compare?,It's the scientific method. It's all the rage.
6251,"Gents, we are in the middle of something here.",Bob's upset.
6252,Bob's upset.,The posters?
6253,"Pardon the delay, folks, but we had to get Mad Bob Younger under control!","Bob here'll kill a man for sneezing, and he's the best shot in the gang."
6254,This has been a good year.,"Jesse, we're outlaws."
6255,"Jesse, we're outlaws.",And we're good at it.
6256,And we're good at it.,"It got to you, didn't it. All the killing in the war. You need it now."
6257,"It got to you, didn't it. All the killing in the war. You need it now.",You've killed your fair share of men.
6258,You've killed your fair share of men.,If I could go back to farming --
6259,If I could go back to farming --,That's a lie. You could've bought a dozen farms with the money we've stolen.
6260,That's a lie. You could've bought a dozen farms with the money we've stolen.,I can't quit and leave you alone. I can't quit until you quit. Ma would've wanted it that way.
6261,I can't quit and leave you alone. I can't quit until you quit. Ma would've wanted it that way.,We're doing this for Ma.
6262,We're doing this for Ma.,Maybe it started out that way. But now...
6265,We're drunk.,Oh yeah.
6266,Oh yeah.,Just do me a favor. Think about what this is costing everybody. Not just the railroad.
6267,"You taking sides against me, now, Frank?","No, I --"
6268,They're all pinned down. Can't even get to the door.,"Got any ideas, little brother?"
6269,"Shoulda learned with Web. Made it look fun, made it look like an adventure. Got Web killed. Now Jim.",Jim was old enough...
6270,Jim was old enough...,He was a boy riding with the most famous outlaws in the West. How was he supposed to say no to that?
6271,He was a boy riding with the most famous outlaws in the West. How was he supposed to say no to that?,Railroad burned him out too. You couldn't have stopped him.
6272,Railroad burned him out too. You couldn't have stopped him.,You're a piss-poor liar for the smartest man I know.
6275,A war against the railroad. What the hell were we thinking?,I'm sure it seemed like a good idea at the time.
6276,I'll meet you down there in a few weeks.,"See you soon. Oh, and I appreciate the distraction back there."
6277,"See you soon. Oh, and I appreciate the distraction back there.","Hell, they hardly even noticed us."
6278,"Y'know, Uncle Frank...","Yeah, Jimmy?"
6282,Sounds like he was a hell of a man.,That he was.
6283,That he was.,They're making him a hero now.
6284,They're making him a hero now.,Saved a lot of folk from the railroad.
6285,Saved a lot of folk from the railroad.,"But he killed a lot of men, too."
6286,"But he killed a lot of men, too.",Can't argue that.
6287,Can't argue that.,So what was he?
6288,So what was he?,I think... he was just a real interestin' fella to have around.
6289,Uncle Frank?,Yeah Jimmy?
6290,Yeah Jimmy?,How much of that story is true?
6291,How much of that story is true?,Everything but the boring parts.
